b_quark	46.2131 -10.8755 -44.2542 -6.43987	67.2876 -56.0495 -34.4392 -13.5108
b_quark	57.1397 -0.802601 -56.9798 0.35029	17.4653 -5.47354 -10.5195 12.1221
W_boson	70.485 -27.2802 -64.2633 9.4765	60.804 -8.16182 -10.1604 59.3543
W_boson	65.7783 -18.0568 16.7735 60.9511	85.7293 -76.3262 37.1691 11.7447
b_quark	45.8211 -24.9605 -30.2402 -23.3368	58.9544 -47.5039 -31.497 -14.473
b_quark	38.7294 25.6016 -28.7542 -0.498243	42.3871 42.0866 -2.35536 -1.53756
Tau	85.1744 13.2073 -3.46224 84.0542	23.3463 10.2359 -20.892 0.803444
b_quark	53.4646 -32.6932 0.14694 -42.0967	37.1484 -18.3587 12.5278 -29.471
b_quark	117.471 96.6564 7.09367 -66.2505	38.0503 1.45001 20.9844 -31.4309
b_quark	16.9854 7.82295 6.02435 -13.1735	98.5699 9.81868 91.0196 -36.2984
Tau	28.4239 13.3522 -3.02228 -24.8465	67.1188 22.2939 -8.29035 -62.7378
Z_boson	30.0732 -16.9835 -23.9657 -5.94765	50.4295 -29.7599 -1.11871 -40.6203
W_boson	50.5767 -19.4267 -10.2176 45.5177	54.2346 -23.8359 -17.1153 45.5628
b_quark	69.0874 -67.7354 -8.28091 -9.94677	17.3219 -6.72065 -1.91065 -15.2892
b_quark	56.5442 -0.00698782 34.3806 44.6962	50.963 -0.0424987 47.5667 17.8091
b_quark	30.0044 -17.9897 -23.6459 -0.177328	50.9477 -3.18013 -48.1128 -15.9136
W_boson	60.1663 37.6723 46.7651 -3.07726	39.1521 5.34352 23.191 -31.0188
W_boson	96.4067 -92.13 19.1639 20.8496	57.7633 -5.66593 55.9916 12.8488
b_quark	91.1789 -29.1025 77.3309 -38.3288	55.1996 -52.8469 11.0819 -10.6732
b_quark	40.5285 2.7354 -1.65936 40.1852	49.114 21.0071 -27.3151 34.7463
b_quark	80.4577 41.0254 -23.9301 -64.8093	60.2527 15.4125 -53.0277 -23.7367
b_quark	10.5298 0.192511 6.5204 -7.13106	50.1881 7.06609 38.8621 -30.6787
W_boson	58.8394 6.96968 -56.7907 -13.5635	79.5247 39.4159 -37.905 -57.7012
W_boson	68.8413 -60.7819 -31.7545 5.65617	40.86 -1.49744 -38.1945 14.2874
Z_boson	43.8959 -24.5144 35.7698 -6.33958	70.3253 -37.4206 59.4214 -2.86713
b_quark	35.265 -32.3968 -4.74213 -12.4139	23.442 -10.8813 -16.0961 -12.4326
b_quark	40.135 20.2744 8.32392 -33.3618	49.8108 17.4421 41.3905 -21.1245
b_quark	33.5362 -0.0663751 6.71385 -32.5903	34.1886 -0.00876703 0.795748 -33.9227
b_quark	31.0537 2.19277 12.9381 27.8326	84.189 20.2666 63.7273 50.9745
b_quark	77.2839 -1.02248 -76.8967 -6.41726	60.091 -0.980823 -3.57669 -59.8306
W_boson	14.7838 -6.96127 1.93151 12.7289	81.5478 -22.404 0.147952 78.382
W_boson	84.8891 -68.5443 -30.9085 39.3467	52.6829 -12.0822 -21.6799 46.4235
b_quark	73.365 -67.4895 27.0979 8.70768	44.2674 -4.56897 42.9312 8.84111
b_quark	15.2217 -0.233253 14.6124 -0.806796	76.4416 -8.01756 72.7063 -21.8029
W_boson	94.2379 -0.452079 -92.9979 -15.0873	51.5044 -0.308293 -1.34803 -51.4436
Tau	59.9821 -53.7883 13.8833 22.5559	84.3707 -39.0749 5.02667 74.5865
Tau	32.2035 -29.0457 13.5388 2.6375	51.1599 -25.6001 2.30533 44.1984
W_boson	41.4147 -40.2562 2.20227 9.24226	63.2446 -13.3051 4.10301 61.6577
W_boson	81.0388 -78.8646 0.701443 -18.5156	51.951 -9.87274 49.6169 -11.6297
b_quark	51.1796 -32.5309 10.9308 -37.7378	98.6561 -41.3978 66.8176 -59.4742
b_quark	11.119 9.37178 -0.285021 -4.27173	70.0509 13.4704 -11.7088 -67.61
W_boson	55.6229 -2.03947 -1.71602 -55.5198	47.5274 -20.3203 -16.2273 -39.7274
b_quark	56.7023 -32.3375 -10.124 -45.271	97.6086 -55.777 -71.6338 -35.6018
b_quark	50.7725 6.84472 -8.508 -49.4079	33.2659 9.73577 -18.0932 -25.8264
b_quark	23.4168 0.470494 -11.6778 -19.8565	21.0767 11.4855 -5.75866 -16.1763
b_quark	61.326 2.33 -61.1188 1.56947	53.5654 29.0141 -31.0108 32.3774
W_boson	64.8049 8.76579 -62.2012 15.7956	28.5899 1.44762 -22.9315 16.8845
b_quark	60.4828 -15.0291 56.0239 16.6177	82.8658 -75.7243 15.6286 29.51
b_quark	33.5806 -2.4358 -6.48297 32.5917	65.0516 -0.896418 -60.3963 23.7849
b_quark	32.6567 -16.1193 28.0893 -0.381266	83.2011 -11.8299 18.1076 -80.2317
W_boson	22.015 11.664 13.5854 12.6374	10.1765 3.95746 1.7617 8.96937
b_quark	72.4665 -20.2903 44.3724 53.4165	82.4863 -78.7638 4.96064 23.6255
b_quark	45.346 5.35734 -35.8354 26.9427	59.109 11.6188 -23.1965 52.9465
b_quark	26.1992 0.94096 -19.0554 17.4623	42.1223 37.7276 -17.8285 3.94795
b_quark	12.255 -3.507 -10.5215 3.11604	89.5552 -29.0428 -84.6117 0.21026
b_quark	99.2542 37.7483 -68.2994 -61.1897	32.2938 25.3727 -10.1521 -16.6907
b_quark	11.1332 2.06981 6.16433 8.01204	108.822 85.2879 13.4417 66.1067
W_boson	55.0731 44.7393 -29.1913 -13.2273	71.3728 12.3983 -66.07 -23.8907
b_quark	50.4871 -25.4601 41.1904 -13.6603	60.6894 -52.9204 15.4115 -25.0528
b_quark	16.5208 -9.92902 -12.4048 1.7315	52.9392 -18.7993 -22.6297 43.8129
W_boson	43.9539 -23.0878 -27.5487 -25.2116	8.4503 -6.34024 -3.32766 -3.97348
b_quark	87.7813 -72.9518 48.6405 0.465886	80.8995 -19.4446 8.26965 77.9793
W_boson	53.2073 52.1738 7.41772 7.03875	84.0309 20.5967 50.4928 63.8991
W_boson	48.0232 -45.9002 11.6462 -7.70837	90.8694 -52.912 31.7466 -66.6737
W_boson	58.6555 -38.6717 -0.026104 -44.0525	42.1943 -41.4834 -7.06992 -2.26952
b_quark	75.0318 -53.984 -1.06491 -51.9316	53.8831 -25.2896 -2.44289 -47.3327
b_quark	65.8067 56.3719 22.8291 -24.7807	39.3816 33.8292 13.3676 -14.5026
b_quark	32.9103 4.23325 24.8323 20.7619	6.82448 0.399679 0.159254 5.37737
b_quark	105.771 25.9458 35.5757 96.0795	47.4296 0.218492 47.1704 2.64601
b_quark	98.9285 15.1432 97.4783 -6.16666	44.6157 43.7128 0.851529 -7.84569
b_quark	58.4494 45.5608 -24.3589 27.0132	89.9347 49.0789 -24.1826 71.2548
Tau	5.43049 -4.18103 -2.96148 0.290874	8.03698 -7.80143 -0.755861 0.0722377
b_quark	44.1784 -3.55383 -13.9444 41.5594	48.1419 -41.4675 -16.2697 17.7739
b_quark	89.781 54.3799 -71.294 -1.77515	15.9197 5.83202 -12.9186 -5.92118
Tau	81.0771 26.8597 69.1763 32.6121	40.7025 13.2283 11.452 36.7069
b_quark	65.1291 -8.63444 11.6094 63.364	51.3125 -45.2358 22.3942 8.22904
b_quark	16.9235 -1.20662 -11.2013 -11.9167	60.4259 -4.70069 -56.7423 -19.8
b_quark	15.7406 11.2346 -3.782 -9.47496	103.546 65.7771 -55.3661 -57.5526
W_boson	57.5406 -10.8141 -20.9177 -52.4603	62.4482 -14.0411 -49.906 -34.7515
b_quark	71.5839 -68.2469 -3.81074 -20.8476	22.7385 -3.48124 -9.17261 -20.0826
b_quark	89.5169 1.61686 79.3219 -41.2458	22.0706 18.6887 10.9713 -0.0522133
b_quark	13.8161 1.69774 -2.89367 12.7341	102.822 0.171361 -81.181 62.9644
W_boson	93.2042 69.8214 61.3182 -6.90842	93.5183 29.9257 20.3457 -86.208
W_boson	51.3802 -6.13377 28.7129 42.1132	61.8329 -60.222 11.2839 8.05892
b_quark	76.2189 -20.8755 -72.6452 8.87385	73.7094 -64.2863 -8.86733 34.7022
W_boson	33.4268 21.8738 -16.2873 19.2163	82.5095 46.0011 -34.6873 59.0267
Tau	25.4072 -23.4244 -8.45943 -4.70178	54.8411 -35.8475 -27.0873 -31.3947
W_boson	22.3067 -2.2105 -15.5779 -15.6744	61.2465 -48.67 -5.38152 -36.7295
Z_boson	71.1243 -48.2868 -27.7282 44.1811	68.7568 -25.6621 -63.5828 4.46707
b_quark	45.5708 -34.8104 29.0775 -1.4001	38.5027 -5.36825 1.51757 -37.8664
W_boson	77.7039 24.1905 70.3565 22.3235	88.9026 57.4447 2.9216 67.7562
Tau	116.666 -92.5929 -12.9636 69.7597	35.6409 -0.275835 -27.7715 22.2663
b_quark	74.1413 -14.8635 65.1973 -31.7466	49.7426 -35.5726 34.2087 -4.60512
b_quark	16.9883 10.0582 -11.7996 5.54384	57.0699 41.5505 -29.2603 25.6299
W_boson	38.0857 8.96085 -29.1364 -22.7365	75.693 65.7027 -31.885 -19.7885
b_quark	54.9914 -49.9432 -22.26 -4.09185	55.8141 -14.4894 -53.7367 -0.412401
b_quark	58.9334 6.57254 48.9505 -31.8799	12.0615 0.359697 6.07409 -9.53857
b_quark	81.5838 53.8391 4.36659 60.9979	91.3677 27.8493 85.2559 16.9244
b_quark	67.4391 39.4262 23.6332 -49.1692	44.533 14.5143 8.18258 -41.0864
b_quark	43.2182 33.5014 26.9039 2.04192	55.5438 23.0593 19.2801 46.5208
W_boson	9.85751 4.09272 8.64166 1.18089	18.956 4.86263 9.82004 15.3266
W_boson	29.1192 -28.4023 -2.61227 -5.48335	63.5117 -63.1883 -5.98493 -0.899469
b_quark	80.0827 -79.8489 -0.960269 -4.3599	51.3613 -5.84374 -37.0197 -34.8699
W_boson	70.4982 17.7617 20.9499 -64.8943	90.0432 54.0542 65.4113 -30.0489
b_quark	68.6929 -63.8361 -21.4835 -12.8315	50.4941 -13.9364 -29.0519 -38.6516
Tau	20.9938 13.2322 9.59971 -13.0514	59.4525 23.4691 54.5614 -1.92486
b_quark	43.9132 -32.579 -0.618813 -29.1398	52.4019 -17.5736 -27.2738 -40.9364
b_quark	65.9145 44.3123 23.4161 -42.6069	61.3436 29.9823 6.50337 -52.9559
b_quark	24.409 -15.0543 17.8044 5.89048	50.8621 -1.77962 1.48375 50.637
W_boson	59.4834 -10.0139 28.6327 51.1255	60.407 -0.815634 50.224 33.4894
b_quark	91.2826 -61.0307 67.6717 -3.29305	34.9913 -18.1282 17.2652 -24.0873
W_boson	24.1263 13.8745 10.6172 16.5078	61.5409 6.96829 43.5808 42.8381
Z_boson	21.5817 -0.262096 3.98034 -21.0626	90.3601 -75.6838 29.1543 -39.7581
b_quark	81.3973 -19.4855 -74.5344 -25.9418	61.2675 -24.882 -24.7753 -50.033
b_quark	29.3794 -28.2083 -7.06615 0.182312	50.4195 -2.53039 -5.09705 49.9226
W_boson	67.6819 -16.5052 65.5238 3.27064	26.9601 -15.2043 18.0123 12.9184
W_boson	59.1917 -45.0709 2.40831 38.2377	57.3792 -54.2014 1.69436 18.6377
b_quark	30.6144 -29.2421 -6.18605 5.13829	33.1391 -30.3522 -3.01134 12.2638
Z_boson	36.4227 23.4428 -0.303073 27.7621	13.2553 11.0186 -1.55963 6.75543
b_quark	72.5108 -12.668 23.1971 -67.3926	31.3435 -28.2785 12.8555 -0.0662911
b_quark	44.5435 37.844 -19.0144 13.1507	33.9646 23.0139 -19.1096 15.5339
b_quark	67.9427 67.6877 4.12945 -0.238675	38.1903 32.1157 20.2388 -0.0111738
b_quark	44.2802 -1.36258 32.6019 -29.6398	37.4818 -6.94559 3.04016 -36.4682
b_quark	51.9093 20.4497 -24.4706 40.7444	92.7842 70.6059 -42.7284 42.1963
b_quark	51.764 -4.7338 -51.1496 -4.83155	23.7328 -5.59522 -3.93348 -22.3382
W_boson	30.8681 -1.08019 -1.74754 30.729	55.426 -0.670326 -6.59228 54.989
b_quark	22.9956 -9.26581 12.061 -16.7333	70.0031 -55.1685 11.3529 -41.3583
Z_boson	26.098 -11.3557 -23.2982 1.76659	50.925 -16.9464 -47.9413 1.25734
b_quark	23.2502 -3.51633 -7.04667 -21.4728	43.1535 -38.8737 -12.7071 -13.1191
b_quark	73.8001 6.00198 -71.6972 -15.8892	20.859 10.8387 -11.7124 -12.7659
b_quark	51.6849 19.1869 -26.2208 39.9774	32.6867 4.96229 -2.49956 31.9386
b_quark	50.0106 6.0529 39.0432 30.3739	56.2343 4.84658 19.8599 52.2199
b_quark	16.9756 9.25354 8.80538 10.37	22.7821 1.92455 2.26231 22.1975
b_quark	41.94 -10.9276 20.9537 34.3951	53.478 -15.5223 44.6119 24.7236
b_quark	32.8825 -31.2084 -9.22368 -2.17858	35.4891 -5.10867 -8.14764 -33.9046
W_boson	64.0003 4.62872 63.7235 3.09635	14.7601 11.7307 8.14279 3.09801
b_quark	75.1632 -46.0698 -0.182319 59.2416	62.9733 -41.8549 -43.2298 18.0974
b_quark	36.5574 -0.0118658 3.39296 -36.1588	63.1553 -0.0150137 1.40072 -63.0012
b_quark	56.6248 48.862 -3.32774 28.1126	16.9528 4.33781 -8.38346 13.4471
b_quark	48.3377 -6.15446 47.1576 -7.57285	55.289 -20.9153 36.5348 -35.5971
W_boson	13.0292 5.66243 -10.7868 4.12254	53.5615 29.6255 -43.7422 8.57006
b_quark	52.222 -4.51032 -31.1137 -41.4881	73.3426 -60.4058 -36.7935 -18.9484
b_quark	71.709 -33.3928 -62.9887 -6.48485	23.623 -1.64755 -23.1155 -1.87926
b_quark	24.6913 2.82144 14.0301 19.6821	88.1885 34.4734 76.5662 26.626
b_quark	61.8099 53.2765 -19.5239 -24.1544	79.3996 1.78732 -65.3457 -44.8728
b_quark	64.7963 -4.11747 54.6436 -34.3252	45.0887 -10.8774 38.8646 -19.6657
b_quark	40.8357 -11.044 -37.3789 11.4425	21.5918 -18.9709 -7.7028 5.43189
b_quark	56.2173 26.8651 -7.92395 48.5632	25.6388 0.28659 -18.4862 17.2642
b_quark	52.5509 25.2279 26.583 -37.4302	72.2258 10.3918 71.3059 -2.56298
b_quark	59.7864 36.1088 20.1622 -42.9719	24.8487 11.4383 21.489 -2.7155
b_quark	77.3162 76.9067 6.63889 -1.26681	46.6271 10.2763 45.2474 -1.91854
b_quark	116.952 85.0495 56.5947 -56.7789	27.0367 3.06322 19.8313 -17.6309
b_quark	48.5613 -13.1873 24.1861 39.7726	69.8685 -7.27309 68.861 8.33081
b_quark	55.4169 35.8934 28.5961 -30.7813	24.372 16.7179 0.309631 -17.232
b_quark	103.624 26.9767 32.5885 94.5021	38.9503 38.3862 3.85913 3.35556
b_quark	47.514 13.3812 -15.7522 42.5784	39.4244 14.8387 -1.70338 36.2453
b_quark	82.4716 77.2937 -0.663048 28.4489	54.7402 15.8482 -4.50198 52.0344
b_quark	72.2571 6.2928 56.0975 -44.912	31.3547 1.7418 9.87226 -29.4135
b_quark	50.4695 -7.0477 32.2997 37.9046	46.2608 -22.2572 24.3428 32.1658
b_quark	40.6535 8.60533 -38.8447 7.22978	19.6063 12.247 -13.0561 6.81785
b_quark	32.9651 1.5362 -7.33352 31.829	21.9846 6.65386 -10.1304 17.8592
b_quark	17.7744 0.247219 -17.2631 -0.616788	48.0304 2.68518 -45.2231 -15.3985
W_boson	85.022 11.9349 -73.3853 -41.1891	19.337 16.18 -9.75347 -3.55687
b_quark	62.9563 -55.3579 -2.2736 29.6033	61.2312 -36.9396 -12.8253 46.9336
b_quark	94.4313 74.6636 5.32596 -57.4176	21.8171 9.43839 14.6295 -12.4662
b_quark	56.8761 -2.9026 54.8314 -14.2304	44.415 -19.7406 22.7235 -32.391
b_quark	68.926 13.3922 -66.5871 10.9602	59.9873 50.9308 -7.77516 30.4401
Tau	77.0069 -25.1912 -37.7684 62.176	30.043 -13.7621 -20.5913 16.9124
b_quark	43.5797 -36.0547 13.8465 19.7497	21.7315 -10.9979 15.4939 9.68347
b_quark	41.9905 41.5871 3.98126 -0.624568	52.1037 15.6445 49.2714 -4.99028
W_boson	9.18591 2.3962 7.57805 -4.10671	94.8284 31.8041 37.7512 -80.9409
W_boson	71.4068 -13.2314 -66.9507 -20.9072	81.3287 -64.5216 -19.0365 -45.6572
b_quark	84.0379 -63.6276 -7.73321 54.1905	64.2224 -26.7149 -58.2324 1.53202
b_quark	77.9858 -36.1623 17.841 -66.6206	25.4361 -1.01977 23.0176 -9.93324
b_quark	117.649 78.7462 87.3084 -0.336812	21.6731 15.755 7.20632 -12.3328
W_boson	58.6581 11.7081 51.97 24.4635	87.9829 62.3408 14.6864 60.2874
Z_boson	56.0676 -42.3368 -35.8419 7.76576	78.263 -52.3464 -32.5354 48.1683
W_boson	11.3849 -8.9916 -6.49838 1.48024	33.7584 -33.2781 -4.07325 3.35535
b_quark	54.8266 -44.8453 -31.2062 1.88566	43.5875 -27.3871 -26.2499 21.0543
W_boson	23.8698 -16.3542 17.1937 1.52851	24.6207 -22.4231 6.97581 7.0977
W_boson	65.4992 -56.8306 -13.6177 29.5066	29.7657 -26.7294 -2.03276 12.7693
b_quark	33.2008 -23.2855 6.60715 22.3373	72.5113 -41.2758 29.4163 51.6857
Z_boson	64.4367 22.5176 -4.34353 -60.1661	29.3417 17.0732 -23.522 -3.15146
b_quark	48.7305 -16.8643 0.328802 -45.5267	35.4901 -22.7834 13.4229 -23.2984
b_quark	90.1073 81.6805 -10.1367 -36.4336	59.7162 8.36506 -4.79263 -58.7844
b_quark	16.2176 8.90478 6.03281 11.3952	82.7244 23.3921 75.3876 24.4004
b_quark	78.7503 -22.8467 -30.3839 -68.8404	22.2339 -0.626679 -14.4728 -16.3407
b_quark	83.214 -34.294 72.2049 22.7479	26.225 -2.038 22.4556 12.7229
b_quark	82.8002 43.0072 58.2769 39.9073	38.143 18.6258 30.5044 12.6483
b_quark	33.047 18.9509 19.9922 17.771	25.8763 9.31168 19.5668 13.511
b_quark	25.0505 12.9062 21.0578 0.234684	41.3083 38.9608 13.0482 0.840883
Tau	13.5063 1.19929 -5.81179 12.0021	47.5658 12.4187 -44.4216 11.4825
b_quark	89.9181 -53.3591 -27.9999 -66.6078	55.5836 -3.00179 -54.3868 -10.2531
b_quark	68.1551 1.33675 66.7287 -13.1584	29.7648 0.875633 22.6193 -18.8698
b_quark	51.6613 44.0299 18.5768 19.1752	42.3338 29.2905 2.26583 30.1929
b_quark	47.101 -15.0155 1.59918 44.4185	38.8958 -2.81694 18.5035 33.8393
b_quark	44.4016 -0.427635 12.6111 -42.3651	73.1486 -21.8898 55.7954 -41.7247
b_quark	28.6176 6.48074 -27.2122 -4.35736	90.9722 7.03775 -68.9555 -58.7715
W_boson	40.8149 0.593813 -0.327447 -40.756	5.07818 0.167732 -3.79294 -2.65069
b_quark	65.3594 -5.51167 1.00467 -64.9846	99.5585 -80.6837 54.9448 -19.1215
b_quark	76.4149 65.6213 -14.6906 -36.0526	97.0096 22.1654 -72.5206 -60.356
b_quark	51.1939 4.24979 33.8379 -37.951	59.9599 50.2803 15.6638 -28.3593
b_quark	23.8332 -14.3376 -7.29305 17.082	80.4274 -10.8711 -77.12 19.632
b_quark	60.7533 1.28018 6.76558 -60.2169	27.3226 13.1847 6.98565 -22.5037
b_quark	73.5809 -4.35201 -73.3327 -0.216208	10.3207 -2.5935 -8.96677 -1.38415
W_boson	45.7605 5.8772 20.314 40.5275	55.0137 39.7139 5.00461 37.6819
b_quark	70.9591 -57.6716 -18.0377 36.9642	62.9317 -15.3084 -56.18 23.5028
b_quark	67.8431 0.291726 47.2656 -48.4881	12.3839 3.34671 10.782 -2.90433
b_quark	54.4913 6.36381 -53.9354 1.51724	70.2411 15.8985 -30.0288 61.3339
W_boson	90.4244 83.3091 -35.0527 1.76659	28.4086 5.38836 -7.77599 26.7059
W_boson	109.995 -46.5611 87.7147 47.2508	51.3572 -48.6109 0.135307 16.4371
b_quark	82.31 -62.2776 -0.290144 53.6552	52.736 -25.3133 -1.8637 46.0367
b_quark	55.5436 11.1477 28.0631 -46.4307	48.0914 37.2346 14.1379 -26.6274
b_quark	42.929 2.28369 -42.0302 7.32642	29.0947 5.35837 -11.888 25.6709
Tau	56.9423 9.77813 -21.6079 51.7374	25.8397 17.3282 -18.6257 4.16602
b_quark	13.4791 -7.95769 -9.36571 3.62951	51.408 -47.6361 -18.4878 3.7828
b_quark	28.3559 19.1956 -19.6121 -5.7862	88.1274 65.9001 -51.7599 -26.9642
W_boson	61.2859 -0.125976 -54.4884 -27.9753	17.3081 -1.94205 -0.396304 -17.0673
b_quark	67.1249 -0.537264 -18.0114 64.5258	100.8 -64.1275 -69.8054 34.03
b_quark	85.9015 1.10452 -84.2149 -16.3778	50.6561 23.1124 -14.1234 -42.6018
Tau	89.7076 2.32662 -71.9948 53.4382	38.6884 28.616 -18.8834 17.8377
b_quark	87.0657 -3.8281 -83.4189 24.2815	53.2728 -40.6346 -1.54279 34.1609
b_quark	41.2276 21.7292 -34.1675 6.53185	106.055 28.2183 -48.6132 89.8364
W_boson	9.05983 -1.73742 -2.19231 -8.36113	20.8238 -15.1671 -10.7994 -9.08942
b_quark	59.4846 -32.2364 -7.58967 -49.2357	91.698 -54.2076 -71.8546 -17.015
b_quark	69.7595 -2.35805 -5.0944 -69.4075	23.7841 -1.81542 -20.3223 -11.4856
b_quark	47.239 44.7506 5.00645 -13.6519	47.2923 3.88403 7.99526 -46.261
Tau	94.5679 69.4486 63.9223 -5.54597	26.7627 2.15433 20.1054 -17.4419
Tau	85.4332 -45.8396 64.9526 31.2341	36.8366 -8.58781 29.0299 20.9116
b_quark	44.2295 -21.2823 30.4846 23.5908	50.9962 -30.4664 37.9584 14.6319
b_quark	20.6237 7.65715 -15.5341 -10.3888	13.0381 12.1383 -2.21338 -0.531056
b_quark	34.9749 17.8074 -9.00055 28.4193	49.0939 5.63128 -13.6366 46.6376
b_quark	58.4103 55.3355 6.2641 -17.1184	57.7628 34.9381 45.6848 -3.36153
b_quark	74.2278 -19.3264 13.3772 -70.284	12.5803 -4.94631 9.21788 -5.59961
b_quark	40.2236 1.78541 39.7487 4.16141	69.828 65.387 19.495 14.2467
Tau	34.503 13.1944 -31.1241 6.67066	99.9548 72.0472 -63.56 27.5164
W_boson	79.5493 -48.0989 -60.7352 -17.9296	19.613 -6.68833 -8.30707 -16.3273
b_quark	57.6909 -4.79716 56.6135 9.0921	89.4512 -56.1784 18.9708 66.8442
W_boson	71.9382 4.20952 -65.1364 30.171	27.4931 0.467573 -19.1289 19.6313
b_quark	94.6165 -75.1352 31.6126 47.8555	49.0478 -0.918159 48.3933 6.74291
b_quark	41.263 11.0608 37.4768 -12.5824	61.6685 10.1022 60.1087 -8.39193
b_quark	13.1019 6.6887 3.80138 -9.74666	70.0449 68.6113 0.727951 -13.4452
b_quark	38.1951 11.5926 -6.54709 35.5548	82.8237 8.38636 -75.6874 32.3014
b_quark	12.1983 -8.51527 2.4522 -7.26664	78.4691 -7.43237 13.5959 -76.8104
W_boson	5.13375 3.23471 3.32734 -0.688227	68.8875 1.55985 3.46298 -68.7511
W_boson	81.7126 -79.5054 18.73 -0.826967	16.6893 -3.2089 16.2024 -1.17048
b_quark	30.8847 -3.19686 29.8488 5.93468	113.591 -94.8209 62.3922 1.3008
b_quark	20.5701 -12.2053 -12.3738 -10.1771	85.1488 -4.99238 -81.1031 -25.1037
Z_boson	68.0078 43.2259 39.0727 -34.9811	43.9716 20.8179 2.86853 -38.5443
b_quark	42.4288 -39.1784 1.75158 15.6434	78.2771 -3.1295 33.237 70.6778
W_boson	87.8656 -1.49643 38.3184 -79.0283	48.3128 -3.34973 46.8877 -10.9594
b_quark	16.3529 -12.3226 -5.57636 -8.18566	61.1014 -51.4328 -32.6662 -1.8714
b_quark	59.9414 42.9896 -40.1237 -10.8388	71.6503 32.6529 -21.2205 -59.9981
W_boson	23.991 20.612 9.89735 6.95767	48.6439 42.1725 3.76792 23.8573
Tau	76.8216 -62.296 -29.8829 33.5355	14.1975 -7.10178 -4.45762 11.3186
b_quark	91.0371 -51.2217 33.5926 67.2171	46.7723 -3.62047 45.9405 6.82157
b_quark	79.7131 40.5514 68.4991 -0.414194	25.7152 8.98009 18.2977 -15.1113
W_boson	69.0604 16.0882 56.7009 35.933	69.4405 65.4848 7.03897 21.9049
b_quark	98.3072 -89.1894 -27.6218 30.4813	58.1537 -5.4749 -32.9333 47.4321
b_quark	87.9265 12.1654 86.9672 -1.51445	14.779 12.0886 1.4658 -7.25681
W_boson	63.7984 -7.6313 0.115052 63.3059	36.305 -14.1246 0.201559 33.379
b_quark	71.3187 -61.8416 -29.3668 -19.547	9.55587 -3.62625 -0.479269 -7.77579
b_quark	79.3376 5.35526 15.0122 77.6076	80.6429 25.5978 73.9098 19.1808
b_quark	28.0315 27.4818 -2.58515 -2.52237	90.915 15.6003 -62.8124 -63.7127
W_boson	54.5065 41.1917 12.4831 -33.377	63.6203 19.1737 15.0956 -58.717
b_quark	26.7125 -11.8891 23.5527 -0.0847146	82.1703 -80.4945 12.9218 -9.38823
W_boson	50.814 -17.5063 -43.5451 19.3667	33.8181 -10.0091 -30.7164 9.77937
b_quark	56.1617 -55.4777 3.60566 6.77399	50.1282 -42.7338 23.6415 10.501
b_quark	66.6969 13.4133 1.68957 -65.1784	24.3755 19.4808 11.2865 -8.35521
b_quark	16.3294 -7.59442 -13.5662 -2.73121	72.8702 -13.9803 -4.87912 -71.2274
W_boson	39.351 34.8907 -17.6628 3.84903	61.7542 42.3844 -11.9361 43.2473
W_boson	12.8723 -10.4582 -6.60087 2.89874	83.8697 -82.156 -3.09661 16.4491
W_boson	106.784 -82.4122 -61.1582 29.4345	17.7511 -1.2424 -16.2574 6.70133
b_quark	92.9132 -63.953 67.2668 0.759241	64.9366 -6.08249 29.7628 57.2404
W_boson	100.407 48.2855 81.0287 34.3528	15.4687 14.6248 1.60152 4.29934
b_quark	21.4531 -2.81862 12.5214 16.6742	130.198 -94.5633 40.9844 79.4494
W_boson	106.815 36.7634 -93.2545 -36.8406	44.1924 40.9903 -0.956742 -16.3554
b_quark	56.6221 -45.4744 -4.233 33.2077	67.8694 -19.8323 -1.20328 64.7612
b_quark	21.2679 11.1253 0.992859 17.6095	60.7068 27.3835 38.2714 38.1221
b_quark	21.5715 -4.83066 -20.4338 -2.64292	98.7969 -27.377 -21.7857 -92.2998
W_boson	19.8095 -8.64213 -17.701 -0.237798	59.5134 -28.1639 -52.302 -2.9643
W_boson	47.7403 -34.2035 -23.0283 -23.9709	71.9766 -60.2291 -30.0114 -25.4569
b_quark	58.2464 -55.2568 -17.4557 -4.14202	33.0824 -29.8906 -10.1044 -9.02374
b_quark	29.2319 -2.99156 28.5874 3.29282	23.7822 -0.0147241 1.20354 23.381
W_boson	134.552 -34.5756 93.9743 89.8519	6.35255 -2.5033 5.04614 2.06822
b_quark	62.4126 -23.8645 33.0046 47.1067	85.7265 -51.446 53.4928 42.7011
b_quark	61.7771 53.0194 -25.7719 -17.9916	44.4102 42.4806 -10.8519 -5.69489
b_quark	38.3183 1.02802 9.79261 36.7949	7.04309 3.87755 1.24284 3.94369
b_quark	84.9058 25.6621 -42.1898 68.9419	32.1282 26.2523 -15.8978 8.53356
b_quark	29.5237 29.22 -0.461896 0.394771	68.3738 51.419 -0.675132 44.868
W_boson	55.0418 50.4191 -21.9531 -1.10966	33.2544 27.5518 -5.5758 -17.6441
W_boson	40.3196 -27.5747 27.3618 10.597	85.9922 -70.681 1.96619 48.8942
W_boson	83.4477 -30.0335 -25.3156 73.5954	62.4258 -58.1326 -18.556 12.9964
b_quark	62.7873 -56.7693 -26.3344 2.91925	16.184 -7.60517 -5.53635 12.4883
W_boson	45.8211 26.8793 8.72599 36.0082	85.4034 43.1032 67.6461 29.2493
